ID,Species,Extraction,Preparation,species_Extraction_Preparation,Class,ID (samples as rows),zymosterol,xylose,xylonic acid,valine,urea,tyrosine,tyramine,tryptophan,trehalose,"trans-3,5-dimethoxy-4-hydroxycinnamaldehyde",tocopherol beta NIST,tocopherol alpha,threonine,threonic acid,threitol,tagatose,sulfuric acid,sucrose,succinic acid,succinate semialdehyde,suberyl glycine,stigmasterol,stearic acid,squalene,spermidine,sorbitol,sophorose,shikimic acid,serine,ribose,ribonic acid,ribitol,raffinose,quinic acid,pyrophosphate,"pyrazine 2,5-dihydroxy  NIST",putrescine,"propane-1,3-diol NIST",phytol,phosphoric acid,phenylethylamine,phenylethanol NIST ,phenylalanine,pentitol,pelargonic acid,pantothenic acid,palmitic acid,oxoproline,oxalic acid,oleic acid,N-methylalanine,nicotianamine,N-acetylmannosamine,N-acetyl-D-hexosamine,myristic acid,mucic acid,methionine,methanolphosphate,melibiose,melezitose,mannonic acid NIST,mannitol,maltotriose,maltose,malonic acid,malic acid,maleimide,maleic acid,lyxose,lysine,linolenic acid,linoleic acid,levoglucosan,leucine,lauric acid,lanosterol,lactic acid,isothreonic acid,isoleucine,isocitric acid,isochlorogenic acid,myo-inositol ,idonic acid NIST,hydroxylamine,homoserine,2-deoxyhexose ,glycolic acid,glycine,glycerol-alpha-phosphate,glycerol-3-galactoside,glycerol,glycero-guloheptose NIST,glyceric acid,glutamine,glutamic acid,glucose-6-phosphate,glucose-1-phosphate,glucose,gluconic acid lactone,glucoheptulose,galacturonic acid,galactose-6-phosphate,galactonic acid,galactinol,GABA,fumaric acid,fucose + rhamnose,fructose-6-phosphate,fructose,ferulic acid,FAD,ethanolamine,erythronic acid lactone,erythritol,dehydroascorbic acid,cysteine-glycine,cysteine,cystathionine,conduritol beta expoxide,citrulline,citric acid,cis-caffeic acid,cholesterol,chlorogenic acid,cellobiotol,capric acid,caffeic acid,butyrolactam NIST,beta-sitosterol,beta-gentiobiose,beta-alanine,benzylalcohol,benzoic acid,aspartic acid,asparagine,ascorbic acid,arabitol,arabinose,alpha ketoglutaric acid,alanine,aconitic acid,6-deoxyglucitol NIST,4-hydroxycinnamic acid,3-hydroxypropionic acid,2-ketoglucose dimethylacetal NIST,1-monostearin,1-monopalmitin,"1,2-anhydro-myo-inositol NIST",215062,940565,940566,211896,352777,296119,236870,211891,924293,712789,924166,202834,940545,233017,204157,199338,446633,207750,214680,940567,374786,236013,214528,310489,940546,374912,202841,310240,940625,202579,940547,211895,199433,199203,231058,231576,200844  carbohydrate,199464,202088,202095,940549,703265,940568,202293,940548,328506,618185,202856,218829,466968,504547,225393,211991,228915,200457,241947,940576,326867 carbohydrate,446955,218447,438061,208656,338773,199204,212273,703116,204167,205680,208812,200490,213182,329576,352812,223121,231207,940551,237562,460930,223120,940550,200420,940563,275608,323686,211965,218730,288368,408731,299427,940552,940553,199220,208845 carbohydrate,203235,537786,506930,237603,202737,212022,919246,231210 disaccharide
32,tomatillo,ACN:IPA:H2O (3:3:2) , fresh frozen,tomatillo_ACN:IPA:H2O (3:3:2) _ fresh frozen,6,T02,84,7498,707,18938,2136,4304,2976,124218,1195,1488,351,60325,6322,7754,4616,3653,3638,441374,11984,214,123,665,24363,1572,143,6364,5563,210,4801,431,837,36564,2773,51093,1163,523,4362,1518,20922,66463,456,417,4028,2637,1697,6502,4554,124524,30917,114,369,527,41910,11759,1124,309,255,12,1112,243,229,380702,35,3245,20953,443467,2912,621081,713,1717,371,35,7489,5620,1007,494,1337,2342,8976,9728,3212,373097,639,230,43,1222,346,2639,3668,6199,5863,25789,10335,1809,90960,615,15998,76304,659,33525,807,174,3306,626112,7142,64785,5329,454,372900,667,400,18889,14568,4328,105690,1095,8800,1210,645,615,964937,197,897,47546,1273,2364,498,446,1839,828,34,472,1096,32214,637,2316,1971,1508,17514,27440,7669,5743,864,522,248,58,129,23647,617344,112573,72681,166103,110602,120551,98774,140297,25985,59737,676,75993,128,59700,7921,72072,18936,34622,44314,24994,38050,561,47984,34792,291,32736,49921,37567,576,15621,720,2694,16386,63589,18986,23611,102525,19443,643,236,116,2095,28938,20916,71,13134,8174,15638,15817,23004,10032,88,21642,17356,26452,28896,4188,12782,1821,10032,8614,1732,12953,610,2936,1400,11937,13737,12590,20334,2278,25117,10196,18516,11937,300,10377,161,13523,369,7798,94,3865,6791,7727,4777,7201,137,7641,77,4040,751,10382,6097,6080,17027,9582,21673,72,4067,10213
33,tomatillo,ACN:IPA:H2O (3:3:2) , fresh frozen,tomatillo_ACN:IPA:H2O (3:3:2) _ fresh frozen,6,T03,54,6334,793,18296,2097,6411,4298,157909,1316,1882,528,70332,10093,7559,4265,3481,343,164449,11105,312,168,669,25487,1977,230,7521,5836,621,24761,626,905,28578,5965,120994,774,665,6879,1863,27910,74158,829,297,5874,2008,3582,9121,5660,126007,17842,148,188,173,43284,9463,2153,153,423,14,899,256,217,601342,38,4404,15199,303793,3839,656032,789,2559,929,93,5892,5843,1507,489,1956,2191,10740,6638,5255,550184,733,379,105,930,447,3741,3264,7172,8533,28635,12426,3184,110087,743,16323,85409,760,35840,1049,217,4638,655685,26484,48617,5118,597,373017,817,496,29355,17768,2224,208377,973,7735,1430,781,413,603106,370,1956,57693,2402,2005,888,617,1851,107,20,213,1332,32518,1252,2683,2217,1866,15428,26715,6294,6932,800,704,493,239,501,25756,708035,167490,101083,181741,145523,156785,114085,187749,31943,139686,1191,77018,73,72894,6484,97822,40281,54930,41928,38074,50360,750,52496,44847,780,36361,56445,29992,621,18665,1196,2978,12500,95466,19889,21258,138790,26591,950,558,445,2659,34320,20029,99,18096,14553,22072,18078,21423,12749,177,25733,21592,22979,32923,2419,13607,2004,12332,10075,2014,15973,781,2452,1491,13980,15867,15911,20747,2101,19119,11057,22982,13980,417,10297,90,8505,396,8421,385,2217,12255,8786,7245,8766,231,8799,280,4502,704,10880,11805,6999,14991,11074,15188,34,4201,13914
34,tomatillo,ACN:IPA:H2O (3:3:2) , fresh frozen,tomatillo_ACN:IPA:H2O (3:3:2) _ fresh frozen,6,T04,34,5302,656,18776,2854,5975,3946,129461,1430,2301,355,49327,8518,7969,5062,3793,1846,183143,13664,235,190,2095,17585,2746,204,5868,5376,9601,7815,879,1024,29080,2796,35593,1089,343,5804,1821,22534,77831,344,271,5514,1882,3277,5396,6874,154304,29127,913,211,679,47118,11537,1569,311,317,29,953,327,665,450132,37,4213,12731,401158,4086,574237,944,2014,1664,594,3780,6267,1525,492,1845,1924,10484,8549,3417,505103,760,523,66,890,417,2757,5135,6824,6233,28483,11360,2447,102262,1285,14655,110784,550,40278,776,258,2585,420512,14849,42174,6060,813,653449,308,393,15800,14840,2463,128321,1142,6982,1378,692,422,917544,245,1722,50902,9748,3687,1535,580,1919,3285,27,259,978,37015,768,2355,2306,1881,17294,26103,6244,6948,1160,662,344,1709,3544,27220,725974,149145,101285,156110,118597,142471,117956,157968,28195,71338,301,70414,68,68319,12416,66036,55324,34086,40962,28294,45311,672,37143,34613,590,31974,52122,29738,496,8522,897,2970,13998,73447,13128,21426,85067,25493,416,493,280,2047,33694,19721,90,22217,15620,26041,17871,16656,9937,19505,26729,20175,30323,35096,3059,15470,1727,7879,10548,2175,15373,639,3781,1894,15885,13980,15642,22621,3779,8218,10457,21603,15643,581,9398,219,20389,328,6389,219,3358,9514,9239,6107,8335,7676,9249,209,4497,686,12396,8400,6625,13533,11432,29933,34,5480,8418
35,tomatillo,ACN:IPA:H2O (3:3:2) , fresh frozen,tomatillo_ACN:IPA:H2O (3:3:2) _ fresh frozen,6,T05,81,8006,1196,17281,1506,5586,3750,132650,1349,1585,375,54103,7360,9168,6593,4150,1280,247948,13396,299,227,646,11868,1811,224,7090,5138,177,6382,498,1097,42427,2591,49364,831,425,4404,1603,21828,66158,377,296,4998,3531,1733,8003,4246,121007,26354,151,204,227,42633,12099,1241,435,270,47,918,229,213,524626,70,3566,12466,418983,3911,353698,751,2037,926,85,5187,5663,1514,433,1332,2816,9661,10877,3900,545676,1121,477,68,1659,389,2738,3559,7993,6851,26613,10601,2538,113538,1079,17153,92275,658,34448,1028,247,3932,511247,14894,22559,5826,701,458084,1202,444,17452,17336,5878,153345,861,5224,1256,602,1087,1092297,316,1046,50983,2196,3318,984,446,1707,3066,28,282,1055,40360,705,2811,2557,1499,15372,28786,5821,7571,903,520,361,223,459,26841,628507,214237,139197,152205,117622,133619,92951,170778,28532,140678,1740,90705,107,62060,11113,75238,35953,38083,41287,31868,49353,858,42379,34783,810,34842,54276,28894,475,7622,1881,2785,10668,84758,11272,24735,92254,21580,1065,605,630,1869,29603,24450,76,19849,15951,21564,15258,16634,10224,319,24624,17664,22922,62971,3150,13112,2420,8860,9345,1304,14121,922,2802,670,13510,13582,13611,19395,3565,10567,10546,20091,13686,513,7252,94,11718,390,8934,533,1038,7752,8755,5088,6740,259,8765,376,4582,1436,10860,10147,6101,13245,9184,13660,44,4201,9599
36,tomatillo,ACN:IPA:H2O (3:3:2) , fresh frozen,tomatillo_ACN:IPA:H2O (3:3:2) _ fresh frozen,6,T06,192,4610,822,24354,1488,9641,3340,192074,2119,2686,456,71833,8348,9827,4393,6101,3335,177560,17952,364,192,2743,18801,1925,287,7857,7020,1508,5626,804,1125,28754,635,34593,1232,423,7385,2231,20541,106488,274,352,8391,2849,3382,7102,6579,147665,48103,211,630,668,54336,10112,1087,190,231,531,1366,231,280,436066,172,5932,14031,413140,5542,272579,669,3660,1528,140,5967,6984,1178,673,1960,2274,16560,13994,4593,571709,1147,627,63,1323,429,2126,5891,8228,5932,35666,10815,1835,111161,2005,25585,57578,719,44267,941,434,3541,293207,48074,13979,6099,1377,589518,1447,505,15695,21182,5362,101438,1204,1202,1641,833,798,1200747,205,785,78490,11185,5787,1053,278,2835,5369,68,302,1228,42488,647,2180,2526,1587,17269,15065,5223,5631,644,888,313,126,206,31648,771560,196266,136470,162957,117387,182787,114174,206910,43043,67242,1942,135182,167,67295,20279,62920,130920,51189,71866,44443,39807,862,46966,33100,304,36327,63238,49362,543,3993,1063,3081,21420,73352,26946,36883,9491,25369,946,283,205,2123,38419,48841,192,24072,11760,27260,17417,25141,10948,72,26627,23223,28926,30066,3521,15311,2458,10521,11694,2237,11760,870,2675,1004,15583,22764,15500,24630,6162,12801,11098,24078,15583,526,14384,84,6652,394,9354,238,1396,5603,8740,8326,8212,213,8658,163,6741,590,13979,8199,6220,29245,5994,12360,31,5087,5825
37,tomatillo,MeOH:CHCl3:H2O (5:2:2) , fresh frozen,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ fresh frozen,7,T07,71,7212,424,27250,1520,11203,4982,176325,1987,2191,410,45696,8809,5053,3183,4895,1814,305102,10209,208,91,2990,28980,1550,1126,6583,6290,446,7797,522,811,21940,1325,23885,1834,665,11674,2673,9355,63760,429,152,7337,1820,3948,5720,8584,140822,45401,683,427,675,45445,10127,1142,209,490,2990,1021,174,194,484342,147,5915,8849,155994,6851,374624,1785,5474,1250,926,9099,10241,3634,942,5262,1324,16263,7744,5221,726170,671,538,73,871,892,2096,3830,8205,7435,29716,7891,2818,111220,1340,25189,70857,842,39508,687,303,2657,349085,19199,31284,5849,837,837019,336,393,18793,11379,2818,143120,830,6203,1463,660,348,824827,305,1433,63750,10404,960,799,580,3668,4067,60,223,1467,41361,955,2794,2077,1725,16982,20995,7866,5853,621,1659,746,656,5685,24902,869041,466603,292995,159213,113188,147159,120207,182519,36028,74411,494,104888,60,76314,2812,82330,24356,51159,48969,62202,76573,632,36387,38021,253,26842,61816,43736,469,7740,836,2648,20251,79546,25657,26729,71523,28030,418,475,89,2232,38473,10355,138,21953,14490,30788,17612,24030,11315,30210,26091,22278,31878,32837,2985,14176,1816,10831,15682,2711,16709,8314,3022,2409,15902,17716,15434,21387,799,16570,12305,23698,15902,600,11370,257,13017,247,6082,208,6439,6474,9064,11659,8114,10912,9070,106,5552,5121,11087,9329,6686,49536,9786,14874,67,8477,7387
38,tomatillo,MeOH:CHCl3:H2O (5:2:2) , fresh frozen,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ fresh frozen,7,T08,1133,10712,604,22651,1416,10696,4489,191038,1662,1320,427,43835,7751,4787,2724,5650,1450,91345,8458,314,60,2743,21413,1078,1099,4717,4751,191,5269,448,807,16744,493,54439,1189,662,12428,2201,8962,74926,304,544,6046,1161,2301,6179,6145,104549,29684,112,967,161,28546,12694,1274,79,382,2902,833,256,188,405826,74,4605,10075,291795,4523,429762,1590,4845,911,106,7377,9590,881,641,844,1384,15782,15590,4548,579102,535,352,18,44,437,2794,2794,7265,8494,25422,12449,2314,158610,1255,18423,110512,569,31781,725,329,3208,284414,21465,24224,5247,660,908194,762,451,18992,9965,1039,119613,563,4271,1186,579,736,1110458,203,1282,61115,6626,1095,1127,511,2581,3117,45,465,1300,39632,761,1443,1585,1931,12053,16900,9968,3628,1076,650,537,154,355,23896,610055,189397,132427,132345,83170,115069,89341,114743,33675,58306,796,69301,28,55616,3622,103937,30400,54734,40572,32062,39635,504,35496,31748,217,33502,42135,28472,537,11605,443,2479,23012,69181,27001,17210,57368,20096,381,142,131,1354,24935,25145,76,11552,11814,17973,13028,21798,7666,334,20739,14920,23770,26002,1905,12658,1661,16149,12534,2439,10664,3851,1912,1653,12165,14433,11615,19204,990,18692,11883,15278,12165,879,8650,99,11197,256,6303,374,2752,6686,6978,4593,6698,378,6952,137,3701,1909,9553,8799,5311,43829,5390,9648,104,5171,5939
39,tomatillo,MeOH:CHCl3:H2O (5:2:2) , fresh frozen,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ fresh frozen,7,T09,597,4989,651,21490,1596,12539,4967,182536,1284,1007,359,34055,8026,3986,1927,4724,531,253272,6228,281,42,658,24801,1394,1166,5284,4553,311,13695,569,763,13929,684,65153,781,758,13839,1731,9135,57295,457,406,5478,858,2521,5819,6928,104805,13914,129,724,444,40747,11734,1386,68,448,1877,848,241,885,485396,66,4017,5328,138768,4347,607817,903,5439,780,97,7021,11568,2273,498,2810,1344,14231,10029,4485,502750,544,209,13,385,412,3567,1996,7043,8322,23532,10127,2605,140401,1107,16977,157150,633,26695,655,288,3194,362024,13500,68533,4409,787,886903,333,429,22174,8049,725,89848,320,6928,952,513,359,904445,209,1239,42987,1608,987,725,434,1913,2793,56,200,973,38313,893,1212,1255,1843,9324,19550,10850,3240,1206,1094,474,115,143,19153,569257,178734,125445,118020,75431,99360,72226,98800,24182,53918,433,53163,50,53109,3209,96852,16685,44244,32375,39981,39931,321,40836,30829,208,30775,39262,22890,321,24119,689,2455,22463,79760,20968,13808,75371,17204,279,286,140,1220,20567,19770,177,8665,14630,16788,11094,18621,6889,69,17000,12248,18571,22825,2740,10835,1287,6647,10041,1845,8530,3636,1543,1914,10398,13328,10194,16633,953,15590,11016,13805,10398,1101,7448,101,6531,321,5502,271,6888,7247,6522,6062,5320,108,6565,108,2848,1505,7703,4705,5044,42360,4895,9204,34,4897,7789
40,tomatillo,MeOH:CHCl3:H2O (5:2:2) , fresh frozen,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ fresh frozen,7,T10,163,5243,376,27722,3562,13582,6465,104641,1357,1536,339,35419,9326,3696,2467,2975,33,613240,6511,128,171,747,46523,1737,1429,3696,4320,4609,13995,497,406,24795,2335,9415,858,1119,13810,3740,7966,68180,382,198,7879,2046,4420,2973,12683,133492,20529,808,825,122,30873,7456,1590,758,712,2217,693,284,428,141658,107,2706,4999,59857,5279,576611,369,7399,2030,966,3347,16898,2285,864,2899,1142,19370,8741,4306,925812,732,393,59,942,532,2914,2219,7434,12785,20169,6511,3014,127664,771,21507,38453,714,29599,584,315,1303,454775,7627,99655,4129,476,364051,504,239,28797,6068,2958,121465,284,19869,1106,486,549,1049636,322,1208,46970,7278,966,819,588,3025,3529,87,361,1777,43052,1207,2130,1878,1386,13230,18538,14401,5219,311,938,543,4170,9193,15165,611127,184350,128046,124061,113782,59275,62177,191760,27283,38733,1386,94329,59,39510,1850,77214,18964,35123,29607,26308,76348,310,27770,32166,267,20303,66761,27811,510,31783,597,1633,13686,23935,19231,29527,9777,22174,845,452,135,2624,34099,33888,78,22108,14892,25040,18540,18456,11541,38294,24512,20314,28689,28737,40738,12702,1640,11541,22345,1618,12681,6352,1815,791,12129,15035,12648,15378,647,9569,6750,21824,12133,345,9141,332,19183,360,4756,230,20069,4621,7562,13150,8852,14920,7538,59,5260,3620,9901,3321,5912,40889,9134,11851,50,13500,2697
41,tomatillo,MeOH:CHCl3:H2O (5:2:2) , fresh frozen,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ fresh frozen,7,T11,1198,4266,427,20396,1030,10673,5598,171916,3714,1969,484,37187,8618,7291,2515,4733,10149,420833,4969,277,81,2626,32066,1001,2285,7558,6740,1037,18980,703,999,17175,2909,291627,1423,513,14720,2083,10382,32272,320,290,7505,1087,1889,9516,8237,164418,10768,558,440,537,37987,15395,3900,640,292,4891,1512,357,1516,1275034,177,12218,5959,91548,6884,80556,939,5029,1846,713,3910,5748,1286,744,1491,1348,10911,4368,5955,643558,738,374,29,503,437,1785,5721,11283,8984,23746,9710,2576,64960,3913,21297,145198,756,32363,800,712,5360,401919,33389,4525,3975,2063,580300,819,429,18477,10912,1182,185609,865,479,1555,530,178,323691,293,913,69869,3100,1488,1352,530,3088,3362,56,409,1134,40916,734,1924,1505,1229,13058,24445,1339,3445,1374,503,989,810,5891,21350,763428,406516,257117,142429,72269,165642,72090,84087,38275,58213,1078,71428,43,76592,5005,83880,24221,62959,64205,64713,47103,555,39768,42602,249,31033,37005,54666,574,30469,927,3077,31127,149204,16356,12402,126592,23262,706,290,81,2064,24787,20689,106,11291,8144,27004,16017,20723,10782,25826,19729,14236,28128,33250,1529,13872,1662,10782,11477,2547,19763,9212,2850,1905,13002,15216,13355,17797,1441,9178,13044,19061,13002,432,11009,199,12180,347,7260,155,1754,8835,6426,12068,8224,8219,6273,95,3651,4939,9084,18143,5074,72993,217,12151,46,7701,13069
42,tomatillo,MeOH:CHCl3:H2O (5:2:2) , fresh frozen,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ fresh frozen,7,T12,1111,5162,531,19591,2372,5606,4320,56044,4088,2103,446,61391,11998,5463,3271,4231,68,118117,14604,282,88,1039,34699,1688,1756,5050,5203,480,12495,603,592,16378,5891,41657,1017,1304,21943,3406,17521,95185,910,430,5790,1120,3180,5100,11226,120214,20543,376,223,551,32637,8729,1925,876,414,2890,1051,453,480,169907,270,12925,5273,148812,5797,1111413,470,3321,1859,117,5611,5861,1662,858,1860,1666,10181,11227,5606,678619,508,428,17,556,579,4559,3502,6114,13925,28988,14333,2295,139620,1482,26746,34212,722,35608,575,351,2394,221951,15887,166180,5542,835,332846,925,332,39881,12434,1428,149974,504,12758,1506,572,714,1212744,327,1274,62988,7706,951,2660,548,3431,3906,51,388,1710,50123,924,2601,1408,1203,14421,28653,15280,4829,413,783,908,56,212,19430,780996,199159,145561,168727,117651,67845,129364,131756,35367,48037,2070,80773,88,66608,2982,89023,51965,51104,37655,25945,63587,508,57187,42796,325,23463,55153,33677,666,51480,1710,2060,30607,29681,32957,22279,47145,6515,1293,323,333,2451,33813,27481,159,18487,25200,26375,20888,24372,12304,69,29638,20219,30349,39208,2918,14571,1841,5321,18720,1797,11085,9921,2876,1007,15273,17325,14995,20993,869,13977,8022,19752,15273,315,9791,143,5070,383,4357,716,5157,10631,9417,8389,10272,137,9664,187,4501,5323,11194,6744,7996,56261,5382,12799,41,7965,4977
43,tomatillo,MeOH:CHCl3:H2O (5:2:2) , lyophilized,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ lyophilized,8,T19,1079,4184,938,15760,3714,4098,4501,109215,1499,2006,644,62776,4958,6731,4113,6131,37,256461,9380,128,32,910,21402,1935,362,6009,6235,516,4831,492,901,38084,2862,41444,857,837,5087,2775,8493,39631,287,175,3817,3223,2894,5239,7198,65445,22233,249,255,191,52417,30134,1722,87,400,41,952,211,550,316510,116,3943,7360,133164,7013,405377,911,2857,212,138,9007,4266,1255,595,1690,1900,8938,6562,4873,668389,763,606,63,1409,506,2519,1858,9195,9864,21442,12184,801,45322,503,25299,135297,829,28387,1026,176,2419,889080,8274,46577,6152,311,789831,190,450,11494,15575,5818,221490,582,9792,1336,790,262,749631,313,2299,83322,7079,621,1481,441,2192,968,68,255,1628,23983,482,4140,2655,1286,8382,10489,8571,6287,1069,665,951,268,630,24200,710535,461689,272113,139846,155323,86291,122541,173453,46555,39555,707,108278,22,55461,1487,77582,82029,42044,27737,36201,98681,478,22314,43140,367,33485,72393,42374,462,25811,1050,2580,17119,54229,23922,37909,48145,20117,606,514,96,2182,29936,29770,127,17425,21135,16966,18251,35139,7291,287,24499,17529,78224,29766,6162,11693,1745,2444,15227,3523,12730,1092,2029,2104,11996,15842,11937,16197,508,20588,18721,21371,11996,582,8784,1021,12564,219,10650,112,2248,8860,10095,5626,7861,420,9970,77,5138,631,8747,8681,5370,14216,9044,13330,12567,6017,5233
44,tomatillo,MeOH:CHCl3:H2O (5:2:2) , lyophilized,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ lyophilized,8,T20,160,8892,1252,15566,3254,3792,3403,111692,1347,1771,729,57739,4922,8747,3379,5161,371,292236,7972,124,50,1008,18893,1623,438,5918,6618,294,7319,428,1099,44722,3840,44765,656,969,4589,2119,6550,43668,257,55,2837,3672,2383,6927,5719,65337,19079,113,185,477,47478,27318,1487,498,377,347,1162,275,308,344899,104,3132,6574,84096,5126,590701,1131,3553,759,71,7960,4302,821,409,1528,2555,7781,6928,4046,508733,1008,388,62,1710,446,3439,1401,9117,10087,21115,9646,839,53437,598,24261,167315,768,25125,1228,197,3694,939731,7591,103529,4871,425,763452,371,506,10187,13897,6850,131217,331,10939,1167,733,379,687970,272,2316,75191,6322,621,1025,329,1690,2968,54,136,1168,29096,503,2048,2136,1241,10371,14416,12925,5188,1239,676,778,76,165,26248,633676,259207,160308,124378,129498,83139,97759,188367,40677,41071,742,101800,131,48077,1916,80523,96142,34599,27973,28403,56819,423,18336,32894,180,38109,74190,43465,412,36948,1249,2847,32519,58770,16431,40789,44248,19880,788,284,149,2024,27614,46853,165,16239,19464,18653,13303,24608,8788,99,21126,16007,73960,25044,4573,10034,1777,8497,11183,2796,9105,792,1401,1258,11258,14316,10928,15834,567,21757,17646,16261,11258,671,9980,725,7499,230,13405,201,3872,6756,8669,4429,5389,230,8607,99,5155,513,8239,5450,4567,19075,6849,11294,9501,5129,4694
45,tomatillo,MeOH:CHCl3:H2O (5:2:2) , lyophilized,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ lyophilized,8,T21,108,8436,1019,15562,2687,4019,3828,104479,1262,1850,715,49649,5696,8704,3494,4727,11,210313,11247,164,18,648,14630,1619,638,6313,6278,7703,11008,277,1002,45005,2919,44498,639,935,5748,1930,5865,52115,188,128,3234,3661,3949,6431,5299,71602,12686,158,266,161,46908,28966,1401,63,358,482,1247,271,763,370258,104,3081,5331,97249,4923,632999,720,4148,1076,72,5783,4070,1139,332,1522,2561,8333,7132,3893,515297,839,454,51,1688,435,3419,1419,11659,10660,18893,9239,1121,65310,658,19532,182365,694,25503,1180,169,3365,842530,8982,88737,4372,412,835824,670,473,10644,14633,7230,205865,367,9728,1327,774,606,640768,366,1894,59804,6382,771,953,433,1354,726,36,246,1569,29645,576,3153,2215,1266,7973,15673,9926,5143,1276,899,924,204,497,26601,629409,265271,146969,112283,119839,80877,92385,181802,33401,100233,1152,69519,52,46195,2103,74183,117068,29401,24365,28979,67745,345,19328,30462,48,34879,66060,27635,373,35276,1282,2575,14801,62253,13045,36117,46120,9055,1079,504,116,1787,25701,56608,127,15980,15724,22445,13586,19545,7988,184,19324,15669,72467,56002,5976,10200,2394,3414,11247,1646,8610,670,1148,608,10329,13494,9927,14478,641,13333,17996,12709,10329,819,11036,811,3663,168,12806,215,3546,7750,9052,4832,4738,269,8970,65,5086,1033,7603,6911,4618,15290,6108,9694,9563,4596,4875
46,tomatillo,MeOH:CHCl3:H2O (5:2:2) , lyophilized,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ lyophilized,8,T22,138,3890,535,23172,3188,5495,3900,60196,2904,1980,423,47885,16090,8480,2939,4170,96,353704,13799,195,46,890,23282,1507,1150,4900,5620,574,24034,453,595,19438,11027,41343,850,2091,18831,2356,10375,37256,1002,248,5448,1185,3517,5063,7635,127131,11407,230,255,573,47296,9482,1596,46,554,544,826,317,613,213982,181,9200,3894,47295,5767,880793,494,2801,182,181,5606,6724,2196,675,2391,1847,10432,8433,4717,585534,630,264,76,580,615,4559,1969,5646,9814,30787,15662,2095,140086,717,26302,48038,759,36453,719,182,2491,386583,15205,324468,5415,430,537027,1015,379,15169,1575,1336,170665,283,15054,1406,478,592,912000,219,1272,54224,8296,1018,939,553,2764,1102,76,196,1598,46522,938,2032,1472,1461,10208,39006,15391,4838,390,901,1174,111,218,21373,746733,207180,146894,158629,114610,77047,95416,120909,30320,69442,1219,73184,44,68171,3071,94188,89975,41060,37414,26864,66170,221,34140,40615,67,27791,59370,27739,575,98220,849,2529,41771,38316,36748,19637,15942,20452,982,296,85,2156,31226,23823,97,18258,28735,32072,19932,27423,10876,136,27338,18640,63391,36316,5142,14483,1945,10876,13203,1841,10184,1584,1339,1331,14341,17407,13834,23019,915,13924,8888,19590,14341,350,8183,640,15387,308,5298,124,5031,11284,9744,7886,8834,239,9820,60,3952,759,10932,4260,7646,12400,4492,11709,7845,5685,5362
47,tomatillo,MeOH:CHCl3:H2O (5:2:2) , lyophilized,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ lyophilized,8,T23,215,4657,512,48117,4503,13997,7028,55189,2337,3243,485,59400,21722,7503,3349,3521,246,398960,11347,163,62,962,21257,1755,1543,6171,7129,774,58118,788,571,17231,8787,30581,923,2214,21476,2325,10170,38305,1074,257,9532,1595,1939,5048,8416,174797,14407,165,243,822,53458,6901,1496,119,900,445,1297,431,365,251634,59,6938,4992,40743,7854,761656,621,7565,1759,99,7539,17858,2143,711,2915,1527,25914,7145,5986,682807,887,298,114,819,540,5089,2473,9199,9644,37920,12951,5428,165464,570,31011,52879,894,45916,622,206,2334,332853,16374,225480,5679,425,496691,985,354,17238,835,1885,170258,445,22938,1800,757,567,783679,453,1479,62906,13086,754,1655,662,2818,247,445,214,1697,50895,2354,2235,2027,1707,10356,49256,13396,6958,482,702,1139,164,219,26956,901678,301831,209426,220488,157370,98302,130902,194872,35306,80932,637,115174,62,83840,2467,92764,76120,48324,51137,35078,88839,466,42113,46740,294,26014,90213,36327,659,74692,2109,3089,46175,44524,38915,30569,18253,33663,746,599,291,2999,42789,27919,131,31006,29677,44213,25425,27576,14647,122,36563,26342,90226,46890,6034,18060,1856,14231,13573,2558,14377,1983,1408,2313,19641,23927,20256,26179,726,17560,7288,27263,19641,346,10306,893,13126,420,4982,263,3916,11365,11669,10413,11210,223,11654,237,6210,988,13678,5751,10081,28957,5515,15977,9638,6450,5826
48,tomatillo,MeOH:CHCl3:H2O (5:2:2) , lyophilized,tomatillo_MeOH:CHCl3:H2O (5:2:2) _ lyophilized,8,T24,1464,7715,895,31124,1960,10214,6918,154946,2142,2885,638,66124,10557,7599,3182,5765,3682,178862,9189,235,85,675,22128,2198,1132,8168,8257,451,13750,719,1064,35073,5116,77673,1101,1119,11682,1737,6456,75995,491,189,7040,2866,2357,9166,8014,164507,26450,219,870,528,55052,16430,1798,388,600,1082,1293,276,456,587677,198,4572,7143,108611,7019,384566,637,5909,1804,129,5848,11889,1125,469,1953,2273,17811,6926,4833,593990,1040,497,91,2,347,3134,4209,10879,9027,126345,9225,2474,117412,1126,29136,65147,922,52312,1205,237,4646,655351,18765,45238,5448,554,593841,1349,481,10141,15475,4189,190533,1289,7349,1824,785,591,628122,373,1415,86114,10679,560,2614,574,1975,5048,30,296,1141,46565,1143,5617,2658,1532,17727,32454,9265,6326,765,757,1112,95,160,28336,864303,522865,371663,190158,180395,168318,105860,315952,47079,65969,2602,70209,79,74498,1623,86304,54158,42077,53336,70780,105186,676,37114,35964,360,34912,96275,65344,570,19387,1468,3783,50592,95283,18805,62235,75959,32785,1323,309,225,2393,46084,54211,82,25619,31358,41382,26284,27063,11269,78,28373,27722,108184,35285,3789,15783,2499,10369,9981,2196,27364,1735,1255,872,15895,23342,16370,25488,484,12453,11468,28849,15895,496,21224,612,13055,415,12233,217,1363,8819,10747,10174,7312,168,10734,214,7861,819,13468,17800,7963,35573,7387,41051,7269,4999,7719
